,id,title,description,microcat_id,item_price,real_weight,real_height,real_length,real_width,uploaded_at,path,mean_weight,std_weight,mean_height,std_height,mean_length,std_length,mean_width,std_width
10,11,трикотажный кофта bisou квадратный вырез 42-46,"трикотажный кофта квадратный вырез акцентный узор грудь марка bisou тянущий материал, поэтому красиво сесть размер 40-42 44-46 визуально освежать лаймов-салатовый оттенок состояние идеальное, надеть 1",104,1500.0,0.3457930133790018,5.876363756082344,41.76004306183013,24.51971087278517,2025-12-15 12:15:26.051478,"Личные вещи / Одежда, обувь, аксессуары / Джемперы, свитеры, кардиганы",0.9135934374943265,0.8285042869416592,8.966194738968095,5.993980018806902,30.62547972012886,11.645067458873397,22.663543758414313,8.952432461398924
11,12,свитер туника cos р-р,состояние идеальное. 100 шерсть. длина ворота 78 см. свитер джемпер кофта,104,1800.0,0.8659960125650301,11.081479829237947,40.483924045687296,34.70910134957211,2025-12-15 12:15:26.051478,"Личные вещи / Одежда, обувь, аксессуары / Джемперы, свитеры, кардиганы",0.9135934374943265,0.8285042869416592,8.966194738968095,5.993980018806902,30.62547972012886,11.645067458873397,22.663543758414313,8.952432461398924
12,13,нарядный кофта длинный хб трикотаж больший,"доставка продавать длинный ,очень красивый кофточка хб трикотаж ,фасон летучий мышь. размер 54-58, смотреть замер описание . кофта украсить паетками аппликация бисером. трикотаж плотный,ный растягивается. покупать примерки, оказаться сильно мала. право манжета ,внизу рукава,небольшоя пятнышко,можный рукав подвернуть манжетом,ить пришить бисер, паеткать д.... замер натяжение пог 68 2 подмышками. модель летучий мышь пот 58 2 полуобхват низ 50 2 длина спина 74 см. длина рукав 69 см. горловины.",104,430.0,1.3295644463624632,1.0,36.40657407602085,21.877129395794675,2025-12-15 12:15:26.051478,"Личные вещи / Одежда, обувь, аксессуары / Джемперы, свитеры, кардиганы",0.9135934374943265,0.8285042869416592,8.966194738968095,5.993980018806902,30.62547972012886,11.645067458873397,22.663543758414313,8.952432461398924
13,14,детский железный дорога фирма elc,"продавать крутой железный дорога elc . английский бренд детский игрушек, продается. игрушка качественные. дорога легко собирается, локомотив ехать , сажать машиниста, останавливаться станции. работать обычный батареек. игрушка набор наличии. скол потертости, фото видно. мочь уверенность сказать, дорога прослужить долго. ребёнок старше, равно любить дорогу. идеально 1-3 годика. удовольствие отправить новый малыш",160,700.0,2.083951835018164,23.480309577801027,49.543318458002176,31.522816289400247,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
14,15,кенгуру tiny love игрушка мобиль,"развивать игрушка кенгуру tiny love. крепиться пеленальный столик кроватку. малыш отвлекать смена подгузника. рука кенгуру держать прорезыватель, книга шуршалку. идеальный состоянии. подарок. коробка, инструкция упаковка сохранить",160,1100.0,1.505451804414124,4.997577961757004,48.56130159403003,26.677378303617395,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
15,16,детский стул криттер,продаваться детский стул криттер. оригинал икеа. новый упаковке. 1499 руб,160,1499.0,2.1097045161922443,15.157456637885762,53.29630834320098,43.84651022774991,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
16,17,плюшевый медведь aurora большой,состояние идеальный 74 смотреть длинный,160,750.0,1.693840707669508,17.732757120040247,53.476950354037015,31.777490646888737,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
17,18,парковка гараж ikea икея игрушка,"парковка гараж детский прочный пластик, состояние отличный плюс машинка",160,550.0,0.1,17.862230107414536,46.74960770725169,20.58631476043556,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
18,19,макси пазл малыш 3,"макси больший пазл детей. возраст 3-4-5 лет. - забавный машинки, 8 пазл упаковке. бу, деталь месте. - maxi - пазл транспорт, 6 пазл упаковке. бу, деталь месте. - castorland, пожарный бригада, 30 деталей. бу, деталь месте. - собирать играй, 4 пазл коробка кол-в деталь 6 15. новая, упаковке. цена 450 руб. 4 упаковки.",160,450.0,0.630267117724464,13.335154483747834,42.529142406263,30.9321028925914,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
19,20,"мягкий игрушки,бычок,курочки,хаски,зайчик,мышка др","продаваться мягкий игрушка идеальный новый состоянии, пользоваться раз,лежать коробка красный курица больший продать белый петушок сумка мех шикарный ,мягкий цена 400 руб. хаск собака обезьянка цена 350 руб. зайка цена 300 руб. бычок цена 400 руб. мышка собачка цена 300 руб. дракон сумка бу 100 руб. 4 игрушка фото 100 рубль 2 80. рубль открывать профиль мягкий игрушка фото влезть недорого смотреть профиле. профиль вещь новый связь закрытие магазинчик распродажа оптовый цена бу вещь квартиры. любой доставка самовывоз. совместить разный объявление покупка несколько штука скидка",160,540.0,0.4111633213097322,21.459629119508712,29.693257261673786,25.83989446481091,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
20,21,bauer конструктор весёлый горка,"конструктор весёлый горка помочь ребёнок создать удивительный мир лабиринтов, который катать шарики, соревноваться соперник скорости. набор входить 105 элементов. юный строитель возвести гоночный трассу. некоторый вариант сборка многоуровневый маршрут указать упаковке. возможно, ребёнок придумать шарик свой особенный путь, отличаться изобразить иллюстрация дорог. такой интересный набор весело проводить весь семья друзьями, соревноваться ловкости, скорости, сообразительность совершенствовать навык конструирования, логику, память, образный мышление внимательность. продукция тм bauer изготавливаться гибкий прочный полипропилена, причинить вред ребенку. элемент окрасить импортный нетоксичный краску, сохранять яркость оттенок течение неограниченный период использования. собирать конструктор качественный деталь - один сплошной удовольствие маленький детей. часть легко соединяться разъединяться особый усилий. конструктор весёлый горка стройте, соревнуйтесь, угадывать приходить финиш первый собирать раз. жёлтый деталь отломать один крепление остальной вроде месте. комплектность посмотреть фото. отправить авить доставка",160,650.0,1.7785229978446948,16.88019602402139,46.051169108978335,33.66384301844411,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
21,22,"машинка вязания, детская. игрушка",отличный состоянии. комплект инструкция. нитка,160,300.0,5.141494033854343,18.898163854670138,38.43997288282024,29.97872148213424,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
22,23,игра банда умник,остаться читать хватать english,160,350.0,1.317653618111605,10.436761475659845,25.179331326706155,29.809492453977725,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
23,24,фигурка шарнирный 3д печать,человечек чёрный скелет жёлтый броней.,160,425.0,0.1,4.500300333836408,6.915792562830601,5.0,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
24,25,развивать игрушка fisher-price,забавный игрушка фишер-прайс ребёнок отличный состояние,160,550.0,0.778241496143371,4.275207322438809,46.23528813084302,28.0137015502335,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
25,26,трансбот боевой расчёт робот трансформера,"комплект трансформеров,цифра роботы.из робот собрать большой робот цифра .",160,1200.0,0.86,7.326349957727777,21.38794599236495,19.92816337305712,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
26,27,набор музыкальный инструмент ребёнок,"музыкальный инструмент деревянный малыш ксилофон , дудочка , погремушка бубенец бубенец хороший состояние ребёнок",160,650.0,0.33,24.85915993128851,20.230987384320763,23.814512560725344,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
27,28,машина-конструктор пульт управление,"машинка пульт управления, сборная. ребёнок собрал, интересует. ездить",160,500.0,0.3370494870747548,9.288096698261157,35.2702256625747,22.326867999402232,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
28,29,"skip hop новый, ланчбокс",новый. оригинал. ланч бокс термосумка.,160,800.0,0.17,7.619629802258294,24.24355940346745,28.1153821159166,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
29,30,мягкий пастель олка страз мозаика,пастель мягкий страз алмазный мозаика,160,150.0,0.2419188776756019,15.11509651097785,26.11901221179212,8.62388813351614,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
30,31,"нутрилона 1 премиум 1,2 кг","нутрилона 1 премиум 1,2 кг. срок хороший, 26.05.2025 года.",160,1000.0,1.3407094212551922,11.365903440640189,6.43837941099121,9.086929461398366,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
31,32,lego bionicle toa hordika 2 набор,"сет набор lego bionicle toa hordika. набор хороший состоянии, полный комплект. цена набор toa hordika nokama 8737 toa hordika matau 8740 инструкции. цена выставить учёт комиссия авить доставки, покупка другой способ скидка 7",160,1700.0,5.112849126666152,11.654300663000624,53.15986181128985,18.001694452402045,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
32,33,аксессуар монстр хай кукла,"аксессуар монстер хай кукла отправлять авить доставкой, сдэк, эксмаил",160,300.0,1.4828038504586785,13.299366364798042,18.13400367768046,16.76530991602962,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
33,34,мобиль кроватка проектор звёздный небо,"мобиль пульт хороший состоянии. 24 мелодия звук классика колыбельные, звук природы.",160,800.0,1.6,18.945109450048303,28.94636364470149,23.67985863813396,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
37,35,трактор tomy jd monster светящийся колесо иго,"трактор jd monster - игрушка, проехать угодно, ребёнок ждать увлекательный моментов. большой монстр-трактор детальный проработка обязательно впечатлить ребенка. огромный колесо трактор легко проходить любой дорога колесо трактор светиться вращении. игрушка механизм брать рука свободно катайте. блок батарейка спрятать откидной капотом. игрушка развивать моторику, координацию, двигательный активность. доставка авито, сдек боксбери. заказывать доставка почта предварительный согласовка",160,500.0,0.8061700400998039,19.86004495251384,15.439184347808837,10.234951999688818,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
38,36,умный кубик рубик mijia giiker super cube i3,"умный кубик рубик mijia giiker super cube i3 bluetooth приложение обучение соревнований. новый, запечатанный.",160,1600.0,0.28,12.0,20.690017921428435,17.058409968178673,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
39,37,кубик зайцев полный,полный комплект. использоваться мало. потёртость рисунок пустой полностью белый кубик тыльный сторона схемы. фото,160,2500.0,3.6628101549660936,3.044628579824772,29.14364692013056,25.331851928689986,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
40,38,деревянный игрушка. головоломка,отличный состояние набор -800р,160,800.0,2.2637832628302115,10.752345204546833,9.089679602373783,12.7755964085092,2025-12-15 12:15:26.051478,Личные вещи / Товары для детей и игрушки / Игрушки,1.2166094833812613,1.1655191228069792,12.696071176539895,7.269848647438268,29.567920948413107,13.584953814583182,21.501240227094126,9.496378365338899
34,85,кроссовок детский reebok девочка,"кроссовок девочка reebok оригинал. замечательный состоянии. носить мало, выросли. коробка родный есть. авить доставка 5 цена",63,800.0,0.9131198000467552,7.010905417057767,17.380824010193866,28.38687120430166,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
35,86,кроссовок детский jomoto,кроссовок детский хороший состоянии.,63,300.0,2.4597439360570945,23.45287361938294,21.11904873771352,10.619817693454204,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
36,87,летний кед 21 размер,"отлично подходить первый шага. держаться ножке, давят, слетают. стелька 13 см. ждать часа, надеть пара раз, стать малы. купить размер",63,500.0,0.8881447847330053,7.833741858561735,28.33639501185685,6.9217664435100055,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
85,82,кроссовок nike 34-35,"кроссовок nike модель унисекс размер 34-35 стелька 22 смотреть бу хороший состоянии, рассмотреть фото видео материал кожа зам торг авить отправлять",63,1500.0,1.2466725992706584,11.717980011050283,26.05359648834491,34.42853728859879,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
86,83,кроссовок сказка 25 размер,"красивые, удобные, лёгкое кроссовки. фирма сказка. носить долго. носы, пятка целые. потереть щётка подошву. фото замер стельки, описание коробки, липучка работать отлично. видео приложила. доставка отправляю. сбер логистика выбирать",63,425.0,0.6078842678683481,6.956958617507812,16.801882326604314,24.100819478771704,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
87,84,"кроссовки, 23 размер","кроссовок мальчика, размер стелька - 14,5 новые, раз надели, ребёнок проскочить размер",63,400.0,0.7137050605174233,12.959430374423912,23.75422142787714,8.196883699320754,2025-12-15 12:15:26.051478,Личные вещи / Детская одежда и обувь / Кроссовки и кеды,0.933530530537238,0.7981342113217237,10.682971374881248,6.041350583968821,27.48002291061822,10.855578020650766,20.147707321437373,8.277403763171634
41,39,грин а.с. собрание сочинение,"продать собрание сочинение грин а. с. 3 книги. состояние нового, храниться шкафу, никто читал. подарок.",214,430.0,2.2560665140761422,21.55253392559468,25.844275784175643,32.28378095284128,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
42,40,"книга,hope again,cнов надейся, мога катчен","книга мона катчен, ,,надеяться снова,,",214,130.0,0.1,6.632198337659161,8.61608862024429,19.66685058012293,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
43,41,книга серия 100 великий,"книга хороший состояние один книга 100р книга 11, покупка вместе отдать 1000",214,1000.0,5.351366692914586,10.0,18.230904998975888,9.60528182984541,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
44,42,вероника хлёбово невежество многообразие,"потрясать книга. терапевтичная. написать простой язык людей. слово обнимает, книга становиться тепло.",214,650.0,2.0402357253511347,16.33206603433145,36.6709755840769,15.477322006215458,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
45,43,энциклопедия увлекательный занятие,отличный увлекательный подарок мальчишек. подарок книга последний фото .,214,350.0,1.5478348910577704,1.0,34.79917563465878,18.398574791909688,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
46,44,книга рецепт moleskine passions,"продавать книга запись рецепт moleskine passions , recipe journal состояние новый",214,1500.0,1.0360791405148777,3.5318274422332854,24.67711605701357,17.51042034427152,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
47,45,атлас. автомобильный дорога,"атлас. автомобильный дороги. россия. ближний зарубежье. западный европа. состояние 2009-2010гг. сверху слегка надорвать корешок, потрепать уголки.",214,100.0,0.1323847125339555,2.0,31.838912416613105,10.814157573202394,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
48,46,литургия св. иоанн златоуст последование вечер,"божественный литургия св. иоанн златоуст цс, карм. ширина 9см, высота 14см, толщина 1,7 сборник содержать последование божественный литургия иоанн златоуста, молитва святой причащении, отпустой владычный праздник отпустой дневный седмицу, служба различный потребы. книга карманный формат карманный служебник, твёрдый прочный переплёте, ленточкой-закладкой, красиво оформлена. текст сверстать церковнославянский шрифт триодион, соответствовать рисунок буква синодальный богослужебный книга xix в. последование вечерня утреня цсл.имп.м.карман.твп. 2-й издание ширина 9см, высота 14 см, толщина 1см книга серия служебник отдельный издание карманный формат. сборник содержать последования вечерня утрени, отпустой владычный праздник отпустой дневный седмицу. книга карманный формат карманный служебник, твёрдый прочный переплёте, ленточкой-закладкой, красиво оформлена. текст сверстать церковнославянский шрифт триодион, соответствовать рисунок буква синодальный богослужебный книга xix в.",214,600.0,0.2879699683219268,0.9136932363647378,39.7628866634162,19.86322769924667,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
49,47,комикс тёмный мститель,"поцарапать обложка, страница целый",214,1000.0,2.0222269117903635,4.0,17.176298640866296,20.85279307582676,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
50,48,книга тамзина мерчант шляпник,продать книга тамзина мерчант шляпники. состояние новый,214,500.0,1.0053144118789543,6.94608341785199,30.67043770368813,21.29331600344108,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
51,49,"н.а. кочеткова, е.в. аксёнов радость понимание","практический пособие работа восстановление речи. распечатать хороший бумаге, прошить пластиковый пружиной. идеально подойти самостоятельный работа дома. поиск скорочтение логопедия логопедический пособие слушать интересно подготовка школа переключение нейротренажёр нейроигра слушать интересно инсульт афазия восстановление речь",214,500.0,1.1195597098094372,2.0,23.84121715319844,0.5446152706233338,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
52,50,школа рисованний акварель либралатый,"пошаговый самоучитель рисование акварель валерио либралатый татьяна лаптев школа рисование акварель итальянский мастера. секрет художник книге. глава базовый курс узнать красках, кистях, бумаге, цвет техниках. состояние книга отличное, новая. край проклеить скотч потёртостей. п. с. сомнительными, создать аккаунт сотрудничаю.",214,700.0,1.5492231984798206,1.0,29.7709390258087,33.27678190287223,2025-12-15 12:15:26.051478,Хобби и отдых / Книги и журналы / Книги,1.4596975095210258,1.456503136173619,8.756258177317466,6.76995277711262,27.865474166410817,11.526905107926709,20.660074014910965,8.759173155945152
